IP Address,Occurrences
105.189.174.232,1
208.77.134.234,1
30.164.31.222,1
209.72.61.91,1
126.8.52.213,1
62.36.92.159,1
37.237.90.123,1
111.234.182.40,1
38.129.99.197,1
87.128.74.221,1
199.11.6.29,1
164.91.29.241,1
42.89.51.144,1
14.63.71.153,1
206.12.198.194,1
96.14.195.2,1
110.247.132.233,1
160.229.251.182,1
252.4.184.42,1
85.39.94.149,1
235.185.204.207,1
214.161.194.80,1
155.211.7.13,1
102.160.9.102,1
75.219.198.79,1
131.2.144.141,1
80.242.134.157,1
87.104.167.197,1
121.103.28.71,1
154.77.104.126,1
159.24.123.33,1
153.66.167.70,1
70.248.173.40,1
12.98.121.160,1
10.152.170.26,1
252.144.164.16,1
77.110.238.42,1
15.247.50.81,1
59.15.123.127,1
117.173.33.158,1
198.133.238.103,1
173.217.111.249,1
151.23.16.27,1
99.250.191.184,1
233.166.208.213,1
93.42.117.30,1
15.31.88.118,1
117.39.201.56,1
164.146.43.10,1
158.46.164.22,1
231.153.23.31,1
67.26.208.83,1
147.14.112.84,1
185.89.231.241,1
121.207.33.31,1
20.249.243.44,1
173.217.119.229,1
137.0.16.197,1
58.70.120.159,1
232.212.17.146,1
247.127.229.241,1
78.114.20.183,1
57.69.66.31,1
33.134.99.240,1
216.12.235.167,1
231.243.176.15,1
183.92.33.109,1
75.5.5.11,1
94.16.3.186,1
77.18.162.113,1
22.198.7.250,1
62.139.107.217,1
56.105.174.89,1
128.64.79.164,1
147.79.163.111,1
28.15.197.45,1
91.188.143.177,1
128.252.223.26,1
43.168.139.239,1
237.186.111.42,1
123.243.32.48,1
151.249.205.144,1
123.197.25.51,1
50.200.112.106,1
60.13.8.96,1
114.246.70.144,1
119.168.169.69,1
98.120.94.174,1
211.88.65.37,1
221.199.29.39,1
22.224.239.97,1
40.183.114.38,1
177.180.235.237,1
206.17.164.252,1
181.52.145.248,1
131.198.62.119,1
55.145.231.125,1
199.175.147.225,1
99.79.117.217,1
77.66.238.96,1
240.75.149.132,1
31.239.151.93,1
56.99.54.115,1
119.91.215.222,1
104.61.130.228,1
155.127.186.40,1
222.156.143.6,1
80.76.112.233,1
160.112.98.27,1
13.35.192.168,1
126.60.234.5,1
22.129.218.241,1
95.189.180.90,1
145.129.17.27,1
22.30.235.146,1
11.25.227.196,1
179.31.240.157,1
70.80.115.68,1
95.203.212.147,1
77.183.190.105,1
63.154.118.29,1
179.176.102.47,1
43.49.150.237,1
19.20.146.121,1
25.115.137.19,1
223.244.60.96,1
227.137.104.173,1
118.72.110.123,1
222.183.175.215,1
156.227.11.28,1
41.165.38.148,1
27.94.78.214,1
216.24.248.197,1
210.33.211.57,1
228.155.93.113,1
134.185.204.212,1
62.27.233.138,1
197.77.48.17,1
85.80.51.237,1
166.14.22.158,1
172.6.154.189,1
106.48.14.7,1
159.131.240.191,1
29.139.93.155,1
204.156.54.164,1
44.87.172.212,1
56.13.187.194,1
90.190.158.59,1
144.82.3.148,1
190.128.21.57,1
248.110.183.105,1
24.156.206.34,1
241.224.47.172,1
42.98.32.65,1
197.91.5.207,1
55.206.149.29,1
189.194.33.177,1
102.99.116.181,1
176.125.11.118,1
248.117.44.30,1
88.26.216.213,1
120.63.101.169,1
115.148.243.112,1
101.120.106.120,1
57.6.238.65,1
39.179.10.242,1
28.51.189.27,1
93.112.8.210,1
244.186.133.78,1
189.200.127.35,1
132.72.24.39,1
253.97.62.88,1
232.63.242.115,1
184.200.10.70,1
125.95.129.217,1
116.170.96.2,1
237.141.243.83,1
203.2.201.180,1
183.243.8.137,1
173.68.127.85,1
41.194.253.156,1
206.223.162.248,1
205.221.212.150,1
65.242.246.123,1
73.68.9.25,1
184.121.6.137,1
92.124.84.85,1
17.26.195.19,1
83.210.116.22,1
191.238.151.178,1
203.172.154.231,1
114.56.79.102,1
56.204.29.136,1
194.140.61.214,1
110.8.58.248,1
254.27.128.51,1
221.88.59.246,1
106.62.93.227,1
153.228.47.166,1
65.145.41.168,1
80.57.6.122,1
249.5.158.17,1
252.150.58.174,1
158.184.76.56,1
12.129.197.147,1
180.164.146.175,1
115.117.112.24,1
208.27.115.57,1
33.104.84.160,1
205.67.61.36,1
116.53.196.208,1
19.24.232.49,1
232.85.221.148,1
191.79.239.184,1
48.154.17.11,1
196.84.115.44,1
51.130.111.120,1
156.244.7.204,1
99.227.68.159,1
121.100.70.33,1
167.3.31.62,1
124.45.154.154,1
75.165.21.119,1
67.254.63.38,1
176.128.211.169,1
43.165.235.155,1
245.161.203.235,1
27.30.71.7,1
83.163.160.10,1
195.46.238.177,1
73.24.218.182,1
218.152.81.137,1
31.137.148.232,1
140.243.93.60,1
65.217.59.7,1
104.59.177.139,1
34.21.69.206,1
109.134.48.80,1
82.44.123.103,1
217.220.112.118,1
77.110.61.136,1
226.202.210.63,1
86.21.69.123,1
39.126.209.127,1
240.90.238.167,1
137.239.136.23,1
225.183.53.91,1
103.247.23.8,1
28.176.98.202,1
38.155.217.15,1
72.15.192.220,1
83.232.93.5,1
255.3.153.106,1
194.186.179.198,1
193.214.217.87,1
147.216.45.75,1
158.168.26.190,1
83.181.212.239,1
166.97.255.247,1
140.206.40.60,1
37.10.52.243,1
23.180.129.201,1
126.80.126.158,1
102.8.73.51,1
14.109.180.231,1
36.45.237.33,1
168.5.82.129,1
123.72.253.204,1
116.111.244.141,1
175.254.210.227,1
230.155.26.40,1
217.65.32.207,1
39.122.16.245,1
237.159.55.24,1
65.181.254.11,1
53.212.248.99,1
15.75.66.246,1
96.23.19.21,1
50.89.74.131,1
230.27.42.97,1
18.121.56.247,1
177.11.149.2,1
157.198.182.89,1
62.138.66.170,1
238.134.0.173,1
241.179.80.81,1
116.140.253.18,1
177.85.190.237,1
159.236.80.99,1
242.176.142.20,1
177.21.142.175,1
42.105.72.46,1
171.2.255.248,1
20.70.198.193,1
94.117.228.166,1
148.177.40.33,1
231.66.89.30,1
69.43.22.92,1
244.183.60.221,1
23.149.219.32,1
20.72.34.165,1
183.197.41.234,1
90.225.1.87,1
250.12.218.232,1
230.182.228.203,1
232.253.128.179,1
102.210.127.216,1
195.158.252.212,1
208.153.28.73,1
155.219.84.101,1
31.83.106.37,1
42.4.26.4,1
125.86.245.94,1
164.148.71.52,1
150.180.171.21,1
40.45.164.227,1
94.180.90.78,1
210.90.79.189,1
75.17.90.230,1
92.4.25.180,1
193.106.85.24,1
92.163.206.55,1
108.173.192.87,1
108.57.222.74,1
143.124.62.22,1
102.53.222.82,1
134.129.45.171,1
242.165.221.136,1
14.56.188.30,1
23.150.89.188,1
75.102.16.238,1
118.107.193.13,1
18.126.37.28,1
147.186.77.192,1
222.145.230.69,1
141.127.1.178,1
133.69.220.198,1
135.102.152.237,1
66.78.175.217,1
67.84.116.50,1
33.171.7.2,1
77.137.158.21,1
130.93.1.38,1
32.142.138.123,1
23.195.31.183,1
223.179.42.197,1
186.32.207.217,1
193.18.43.143,1
72.51.191.12,1
14.84.250.102,1
42.202.74.172,1
134.31.50.6,1
217.102.156.177,1
254.236.124.109,1
101.231.99.233,1
89.30.150.82,1
143.40.213.33,1
250.198.247.245,1
115.97.246.105,1
225.12.36.72,1
55.37.104.243,1
216.48.126.247,1
143.84.149.57,1
121.94.187.68,1
109.101.242.167,1
107.132.84.213,1
177.96.15.166,1
28.217.130.67,1
158.83.78.169,1
19.209.56.44,1
24.241.74.149,1
60.223.123.97,1
177.206.207.22,1
139.235.47.189,1
255.118.249.86,1
103.18.24.108,1
165.163.99.135,1
74.21.96.112,1
26.228.8.35,1
211.105.85.48,1
42.46.72.49,1
75.254.66.109,1
24.161.23.66,1
146.21.35.87,1
230.17.19.133,1
197.132.25.189,1
223.250.202.129,1
159.249.88.201,1
37.240.219.110,1
250.21.59.244,1
204.71.64.21,1
126.134.188.207,1
64.188.233.25,1
231.129.189.168,1
56.157.119.70,1
126.130.92.83,1
55.208.4.116,1
141.74.253.55,1
50.219.182.6,1
185.4.101.17,1
34.105.194.160,1
28.131.184.84,1
155.155.69.17,1
87.133.178.94,1
118.186.26.232,1
171.216.149.95,1
213.125.34.60,1
248.7.217.96,1
30.130.55.2,1
188.163.208.34,1
114.27.66.133,1
110.180.9.182,1
255.224.18.21,1
203.225.82.87,1
122.100.30.51,1
254.251.2.238,1
221.126.228.151,1
198.155.12.163,1
105.151.66.251,1
232.135.58.209,1
57.10.30.90,1
204.14.222.68,1
222.137.247.199,1
75.74.27.244,1
17.234.104.50,1
131.2.177.226,1
199.106.114.120,1
190.95.102.16,1
185.44.255.91,1
35.165.81.65,1
127.232.157.185,1
116.31.184.176,1
52.26.64.101,1
166.73.149.218,1
57.83.83.162,1
44.214.225.166,1
63.52.66.116,1
47.148.22.84,1
24.129.6.27,1
250.183.225.225,1
111.59.130.188,1
43.167.160.208,1
89.82.46.44,1
157.197.119.200,1
155.106.95.51,1
95.151.238.38,1
151.28.10.22,1
58.212.190.153,1
250.139.120.145,1
37.167.123.59,1
116.231.241.141,1
162.188.171.22,1
23.212.143.177,1
199.207.95.108,1
71.35.239.110,1
69.64.231.13,1
80.206.159.85,1
209.156.8.215,1
105.117.208.236,1
140.64.47.64,1
172.128.2.153,1
31.58.109.135,1
201.183.191.89,1
113.108.161.36,1
234.136.40.32,1
82.100.1.48,1
194.215.177.128,1
109.129.51.124,1
14.102.61.191,1
213.155.193.39,1
180.44.116.25,1
117.214.53.125,1
246.28.135.66,1
24.211.176.193,1
97.56.17.195,1
97.84.11.121,1
229.25.101.235,1
31.147.35.198,1
163.55.231.199,1
56.229.238.47,1
88.214.228.123,1
253.14.55.126,1
20.95.185.166,1
63.73.63.170,1
142.17.159.13,1
111.40.69.251,1
213.252.103.214,1
97.241.149.251,1
152.31.59.41,1
18.128.130.224,1
175.202.188.110,1
107.164.50.88,1
193.209.107.8,1
220.154.106.241,1
105.144.72.59,1
121.58.253.113,1
253.94.241.187,1
210.118.146.89,1
58.28.31.205,1
189.248.153.11,1
25.48.34.195,1
231.30.157.228,1
214.206.60.238,1
88.141.104.210,1
149.212.85.111,1
83.170.147.174,1
215.69.67.173,1
75.211.113.21,1
249.168.13.123,1
97.205.30.111,1
232.25.107.125,1
47.101.255.8,1
145.7.38.177,1
217.190.173.73,1
156.146.142.159,1
233.103.251.90,1
194.217.51.157,1
140.63.61.81,1
207.146.158.201,1
212.86.83.126,1
114.17.200.207,1
39.83.166.196,1
142.185.125.158,1
245.65.238.124,1
123.136.132.9,1
35.48.120.53,1
38.51.124.34,1
156.211.192.59,1
11.81.238.205,1
237.172.239.117,1
135.114.214.124,1
89.191.122.132,1
198.105.3.71,1
91.209.58.95,1
168.175.184.64,1
137.243.141.202,1
107.44.190.65,1
106.117.39.208,1
13.99.85.109,1
191.120.177.207,1
209.13.31.89,1
96.150.21.221,1
51.178.156.22,1
65.233.87.127,1
15.85.229.248,1
128.37.36.126,1
51.201.11.104,1
241.140.175.36,1
56.50.109.82,1
34.72.102.28,1
44.158.180.144,1
111.192.181.62,1
75.54.7.128,1
189.94.9.109,1
28.229.31.183,1
30.228.237.220,1
20.123.135.81,1
54.71.177.201,1
229.205.51.191,1
123.127.215.133,1
93.76.14.64,1
71.128.231.115,1
239.199.16.89,1
233.115.41.222,1
125.15.151.47,1
132.144.135.87,1
238.149.221.134,1
60.25.159.79,1
62.177.52.193,1
28.65.158.227,1
34.151.114.5,1
255.122.49.166,1
157.182.253.192,1
197.113.121.173,1
130.2.160.92,1
224.146.19.42,1
71.26.134.62,1
159.181.70.229,1
102.202.50.125,1
89.221.63.112,1
129.238.42.167,1
144.103.207.77,1
169.225.168.73,1
222.123.12.7,1
10.103.177.228,1
221.200.62.36,1
18.78.139.52,1
59.125.160.15,1
241.79.168.150,1
91.172.217.128,1
107.83.113.237,1
43.108.141.113,1
175.216.238.35,1
238.124.9.225,1
15.117.86.177,1
83.190.47.142,1
171.122.193.216,1
150.154.127.58,1
233.171.165.10,1
221.147.93.41,1
58.118.154.238,1
41.97.220.126,1
166.238.68.113,1
248.159.27.141,1
110.144.97.191,1
78.53.191.178,1
214.58.14.239,1
182.93.71.199,1
49.222.84.94,1
191.219.153.19,1
142.121.206.235,1
10.88.19.93,1
145.21.122.240,1
51.20.161.227,1
36.101.119.51,1
136.0.79.166,1
39.79.219.102,1
123.156.153.250,1
233.96.75.132,1
21.204.39.55,1
17.68.238.233,1
135.72.225.215,1
155.39.169.27,1
191.214.185.149,1
250.56.219.90,1
160.59.177.187,1
162.8.93.116,1
11.194.80.227,1
114.60.246.84,1
15.99.77.190,1
175.248.103.242,1
221.173.197.13,1
253.254.71.221,1
107.197.151.236,1
137.175.176.231,1
137.21.229.242,1
26.136.150.191,1
146.102.235.238,1
106.128.226.195,1
220.19.214.145,1
102.33.85.115,1
25.176.96.153,1
233.206.51.21,1
223.204.46.9,1
34.226.122.101,1
100.247.200.193,1
175.130.183.49,1
54.46.45.200,1
217.184.44.105,1
196.215.171.132,1
128.12.106.162,1
252.169.230.157,1
163.176.189.159,1
165.253.69.140,1
101.198.162.128,1
217.158.243.250,1
196.235.58.92,1
252.62.9.252,1
51.143.89.75,1
197.165.0.230,1
85.26.236.13,1
62.64.182.187,1
109.231.251.104,1
241.227.198.111,1
26.144.175.8,1
248.211.80.215,1
52.142.186.28,1
238.122.11.187,1
135.25.148.36,1
143.112.142.219,1
102.234.183.46,1
90.100.101.28,1
159.176.132.47,1
203.199.60.172,1
243.47.94.197,1
152.194.250.50,1
82.233.7.108,1
126.98.231.213,1
181.29.140.202,1
136.40.8.4,1
176.83.180.121,1
134.5.154.198,1
175.19.224.249,1
202.20.225.14,1
109.10.108.193,1
49.74.119.70,1
225.88.233.3,1
107.166.25.188,1
164.111.87.141,1
46.247.65.224,1
29.228.132.214,1
216.224.239.3,1
248.98.246.115,1
23.85.80.169,1
225.122.129.153,1
48.52.98.58,1
133.222.176.68,1
100.86.79.68,1
105.227.79.221,1
219.105.152.62,1
212.152.70.28,1
224.129.60.54,1
79.38.175.34,1
178.246.119.235,1
64.17.121.179,1
116.146.168.251,1
136.137.223.168,1
206.144.181.218,1
112.207.119.172,1
61.96.236.47,1
221.102.17.4,1
98.36.26.125,1
114.152.6.237,1
225.17.39.123,1
194.142.228.139,1
237.153.73.51,1
169.113.90.98,1
104.156.69.248,1
195.180.0.76,1
231.184.64.41,1
226.215.220.48,1
210.159.150.41,1
165.13.47.92,1
166.107.173.149,1
206.63.105.38,1
254.165.152.140,1
211.210.96.45,1
155.19.160.128,1
80.194.215.13,1
119.113.172.135,1
195.58.52.120,1
72.96.202.7,1
121.214.91.196,1
63.52.122.162,1
25.229.33.150,1
162.73.128.97,1
37.151.1.107,1
144.112.52.64,1
202.128.191.162,1
186.161.134.27,1
94.184.11.180,1
133.165.232.235,1
206.56.102.8,1
239.230.36.125,1
150.34.109.226,1
110.104.254.231,1
68.206.2.18,1
99.234.76.75,1
205.38.119.233,1
196.183.131.44,1
144.228.50.156,1
247.18.28.75,1
46.154.141.68,1
190.74.84.3,1
10.120.205.42,1
113.248.24.94,1
87.243.60.136,1
91.21.118.83,1
22.61.106.26,1
36.15.145.95,1
24.11.82.179,1
122.230.189.87,1
163.196.200.216,1
101.165.68.15,1
174.234.13.165,1
249.220.83.103,1
156.133.223.230,1
248.235.148.43,1
94.44.182.103,1
29.88.179.121,1
214.73.83.9,1
163.77.76.69,1
102.107.235.26,1
170.232.30.185,1
85.60.213.20,1
113.201.50.2,1
22.124.25.126,1
31.97.83.147,1
89.174.93.237,1
205.125.33.238,1
160.226.27.210,1
230.149.217.163,1
38.42.42.98,1
121.38.165.62,1
152.111.233.215,1
114.120.221.146,1
60.198.3.193,1
255.184.44.189,1
44.154.93.200,1
152.2.71.27,1
24.220.204.107,1
48.212.22.12,1
53.187.56.241,1
250.49.61.238,1
157.131.40.19,1
66.191.159.202,1
87.170.209.142,1
209.227.147.43,1
149.230.28.131,1
13.37.147.143,1
188.57.123.16,1
190.133.89.229,1
38.18.99.218,1
194.146.232.220,1
59.15.221.49,1
79.155.172.225,1
29.146.121.136,1
219.74.252.230,1
168.120.228.50,1
244.54.200.20,1
103.133.104.157,1
220.228.153.3,1
57.130.249.149,1
131.22.82.127,1
106.67.188.116,1
200.34.16.185,1
89.223.51.71,1
132.29.105.70,1
140.172.202.146,1
13.203.249.131,1
46.110.253.180,1
151.172.76.190,1
110.203.25.254,1
174.171.14.134,1
38.56.1.121,1
83.144.131.140,1
163.233.235.246,1
162.127.250.238,1
112.115.43.101,1
71.190.180.16,1
170.22.25.245,1
170.201.238.68,1
95.129.205.178,1
195.204.164.43,1
236.218.100.223,1
163.147.180.220,1
130.63.244.35,1
82.42.5.16,1
183.199.97.242,1
165.216.232.189,1
178.116.218.147,1
64.107.178.108,1
87.22.36.47,1
96.19.193.87,1
49.217.111.176,1
163.116.230.14,1
197.83.253.189,1
180.42.130.30,1
70.122.75.119,1
27.40.171.245,1
155.227.202.117,1
194.5.59.159,1
224.115.37.142,1
22.66.122.150,1
217.22.198.2,1
79.106.49.195,1
103.167.142.182,1
130.243.218.65,1
56.63.240.133,1
112.242.234.8,1
32.19.41.61,1
51.210.138.84,1
50.97.77.89,1
239.167.98.2,1
190.246.20.45,1
226.176.61.147,1
134.117.63.153,1
143.93.3.255,1
249.144.251.253,1
74.194.184.159,1
175.206.215.153,1
188.214.230.200,1
205.37.72.164,1
25.28.1.28,1
221.50.198.41,1
167.177.45.150,1
228.164.210.94,1
107.142.72.179,1
110.138.150.220,1
117.149.101.23,1
31.63.175.151,1
210.27.209.118,1
26.215.84.107,1
134.197.195.99,1
184.35.230.9,1
154.125.211.180,1
156.111.1.191,1
144.184.133.80,1
210.64.109.0,1
234.63.190.241,1
68.72.177.149,1
145.177.115.218,1
31.226.156.114,1
77.57.91.115,1
57.67.184.218,1
160.185.63.10,1
116.120.247.246,1
36.111.87.8,1
160.111.170.23,1
37.155.224.99,1
162.94.94.216,1
117.202.222.34,1
103.252.65.232,1
64.241.36.150,1
90.186.202.201,1
158.227.10.58,1
136.53.33.47,1
27.253.153.116,1
139.228.116.18,1
245.81.224.82,1
158.207.200.32,1
69.0.177.8,1
253.217.229.188,1
136.237.153.139,1
113.232.4.217,1
254.60.103.140,1
237.155.132.234,1
89.206.172.223,1
13.13.181.114,1
67.64.252.79,1
225.176.40.123,1
229.190.90.100,1
245.99.204.19,1
120.26.107.40,1
136.187.221.21,1
231.78.28.44,1
26.68.78.188,1
200.57.223.0,1
106.22.152.34,1
86.8.27.212,1
135.157.244.23,1
36.243.56.219,1
84.195.150.72,1
157.61.87.194,1
189.12.57.84,1
107.40.139.128,1
132.87.26.78,1
134.64.114.251,1
95.52.76.166,1
30.101.134.107,1
198.143.64.61,1
46.67.165.172,1
92.65.172.209,1
215.83.32.141,1
30.88.77.59,1
213.159.91.235,1
240.7.254.126,1
200.62.0.94,1
218.106.30.219,1
220.113.219.254,1
227.126.225.159,1
213.148.249.148,1
198.239.147.136,1
28.225.47.166,1
62.125.149.95,1
63.168.48.220,1
205.148.171.159,1
165.245.188.20,1
243.238.240.226,1
208.194.19.244,1
211.127.151.183,1
21.47.244.50,1
225.102.174.243,1
176.161.71.0,1
206.16.59.85,1
189.157.113.132,1
131.106.133.223,1
129.238.70.0,1
153.16.5.169,1
219.100.31.40,1
227.54.149.18,1
247.239.77.100,1
52.193.54.98,1
72.151.88.16,1
246.184.35.9,1
17.136.114.158,1
121.159.71.143,1
163.119.226.168,1
175.197.42.232,1
118.222.98.137,1
160.122.195.108,1
204.141.89.157,1
35.22.78.184,1
175.158.121.127,1
72.67.199.50,1
124.237.179.110,1
135.174.13.123,1
215.70.239.144,1
66.211.32.228,1
194.142.133.219,1
203.100.94.190,1
43.151.244.69,1
165.21.218.129,1
166.127.200.186,1
156.64.102.213,1
228.168.7.210,1
119.177.41.57,1
211.11.158.46,1
97.106.81.8,1
123.52.25.75,1
79.74.55.31,1
94.218.181.46,1
81.121.170.159,1
132.40.203.75,1
250.199.228.73,1
208.6.166.207,1
24.17.68.4,1
171.96.239.135,1
55.207.176.232,1
99.62.159.149,1
97.48.224.205,1
241.128.182.130,1
232.129.238.41,1
181.2.224.156,1
74.61.177.232,1
145.40.176.75,1
35.120.225.95,1
121.17.193.100,1
24.72.248.165,1
172.241.190.130,1
91.42.104.169,1
57.151.163.139,1
231.226.43.240,1
50.254.189.147,1
215.199.99.74,1
44.251.200.57,1
55.90.30.35,1
222.195.73.175,1
167.3.139.185,1
74.111.207.108,1
186.18.239.78,1
201.186.236.189,1
12.100.186.246,1
41.108.120.151,1
234.212.189.163,1
35.32.152.170,1
155.111.192.11,1
215.9.29.57,1
34.72.37.195,1
185.249.83.205,1
247.213.234.40,1
182.86.204.197,1
76.147.69.215,1
93.2.41.227,1
207.76.175.222,1
165.113.68.16,1
129.93.14.143,1
129.51.169.170,1
20.125.80.18,1
248.235.139.36,1
152.50.41.159,1
144.173.43.90,1
199.12.63.108,1
86.121.194.200,1
78.110.82.113,1
98.98.147.234,1
65.52.99.31,1
141.178.221.229,1
222.217.37.44,1
226.171.79.143,1
180.146.77.116,1
249.77.68.173,1
89.155.245.147,1
188.105.163.219,1
123.161.237.100,1
12.212.44.118,1
114.244.165.133,1
180.241.120.160,1
223.81.41.178,1
69.204.7.226,1
70.132.124.201,1
115.6.147.208,1
252.174.205.126,1
253.107.186.102,1
158.101.247.73,1
140.124.220.255,1
209.151.211.143,1
202.136.234.103,1
14.157.200.191,1
106.43.250.206,1
124.133.161.50,1
80.200.206.195,1
189.182.142.32,1
245.177.253.50,1
197.170.238.140,1
128.138.3.95,1
136.165.159.158,1
151.53.223.29,1
113.236.220.79,1
152.242.125.249,1
18.50.53.202,1
128.251.212.215,1
131.235.126.17,1
122.184.36.103,1
60.4.223.228,1
161.211.41.222,1
46.220.75.234,1
130.210.188.118,1
172.165.33.179,1
30.179.25.212,1
191.90.172.7,1
233.57.230.48,1
52.27.64.253,1
90.34.125.209,1
208.189.192.127,1
138.126.24.163,1
115.139.238.203,1
192.163.246.198,1
199.20.247.157,1
206.194.164.168,1
251.43.26.22,1
40.111.80.244,1
163.61.189.187,1
123.83.205.143,1
246.255.248.184,1
133.197.193.183,1
56.182.227.54,1
107.40.98.94,1
245.152.248.108,1
65.151.33.209,1
125.87.164.157,1
72.172.194.26,1
48.30.191.210,1
24.66.212.106,1
33.118.255.111,1
235.129.120.225,1
76.200.72.31,1
18.188.232.2,1
142.250.214.186,1
57.14.232.150,1
215.255.66.171,1
82.195.18.225,1
203.189.103.130,1
57.149.86.173,1
53.218.37.225,1
102.176.139.16,1
109.99.196.204,1
247.15.177.86,1
103.96.120.87,1
192.135.159.189,1
211.132.4.9,1
227.233.208.162,1
167.85.148.7,1
201.190.142.28,1
103.11.54.78,1
212.136.62.63,1
84.168.157.237,1
104.139.122.147,1
150.148.125.154,1
174.224.189.8,1
238.102.158.125,1
185.238.37.194,1
175.128.218.237,1
182.141.253.233,1
145.40.89.45,1
84.10.51.131,1
205.34.241.101,1
227.210.46.218,1
128.255.19.255,1
225.129.20.63,1
151.216.135.196,1
54.102.251.165,1
48.207.61.113,1
79.22.212.64,1
37.2.24.206,1
23.109.66.239,1
207.115.204.240,1
142.52.6.30,1
236.114.185.28,1
245.104.106.179,1
37.227.173.124,1
60.146.224.128,1
78.90.234.89,1
188.87.156.255,1
128.204.172.226,1
48.106.205.174,1
59.217.140.65,1
248.39.19.244,1
35.151.34.199,1
235.54.216.57,1
34.190.222.68,1
12.44.228.214,1
227.125.26.141,1
81.104.180.15,1
90.82.201.77,1
152.170.255.29,1
124.125.29.131,1
17.119.198.104,1
73.193.160.228,1
44.178.3.140,1
249.107.59.216,1
54.88.197.132,1
132.90.173.140,1
144.88.109.10,1
98.63.196.214,1
15.27.23.203,1
218.206.182.211,1
68.108.106.220,1
223.165.253.46,1
93.110.15.172,1
142.172.106.15,1
51.101.53.57,1
175.176.52.133,1
188.33.161.199,1
46.57.118.177,1
230.38.189.236,1
236.175.112.143,1
252.120.219.206,1
195.228.2.91,1
121.227.35.59,1
186.13.246.134,1
188.25.101.57,1
82.170.122.78,1
121.125.175.51,1
105.221.76.55,1
198.52.195.225,1
14.80.97.12,1
246.166.55.21,1
92.137.88.120,1
61.222.91.193,1
229.20.183.194,1
67.132.188.31,1
180.38.38.205,1
46.3.101.204,1
29.85.179.70,1
122.26.48.79,1
119.206.160.32,1
161.183.22.47,1
163.166.204.206,1
115.141.31.81,1
27.0.239.135,1
97.132.184.65,1
160.153.188.228,1
239.195.237.156,1
211.37.229.7,1
96.110.24.22,1
163.73.215.168,1
85.100.72.209,1
60.210.3.178,1
92.134.191.167,1
110.94.30.24,1
215.165.97.7,1
111.215.1.201,1
151.23.198.116,1
90.8.58.166,1
148.163.122.95,1
208.85.63.60,1
95.32.227.163,1
169.172.82.23,1
63.60.184.31,1
206.113.161.43,1
135.90.14.45,1
91.70.185.15,1
129.15.3.188,1
13.111.161.36,1
118.200.105.164,1
253.93.196.22,1
156.191.84.149,1
171.236.85.75,1
93.10.225.54,1
27.179.184.21,1
104.56.86.11,1
240.67.95.92,1
131.193.185.66,1
55.48.49.234,1
100.30.107.126,1
233.73.213.88,1
219.76.34.251,1
117.235.64.155,1
53.137.37.188,1
208.112.102.32,1
129.32.170.3,1
53.175.57.254,1
131.150.44.212,1
31.104.34.212,1
40.231.31.82,1
152.4.183.123,1
57.78.107.252,1
89.171.104.206,1
168.90.131.173,1
50.239.205.233,1
49.38.102.156,1
32.103.81.55,1
233.114.229.222,1
155.40.33.144,1
83.147.122.63,1
183.226.203.31,1
201.19.178.255,1
33.121.65.161,1
121.68.208.139,1
20.45.77.168,1
237.24.222.133,1
251.114.100.164,1
63.92.97.70,1
148.239.48.184,1
18.169.204.221,1
66.96.95.1,1
82.159.107.251,1
150.18.196.47,1
254.42.17.103,1
123.147.177.30,1
215.106.95.33,1
58.105.151.151,1
234.181.116.63,1
184.199.13.228,1
59.206.171.160,1
22.122.31.95,1
226.146.152.30,1
150.238.19.235,1
111.78.20.152,1
84.110.156.178,1
228.177.255.23,1
223.93.183.71,1
246.120.184.88,1
92.206.77.159,1
221.149.29.228,1
26.205.208.198,1
213.161.110.115,1
154.78.113.236,1
10.74.38.181,1
164.123.226.127,1
70.94.78.82,1
19.177.201.155,1
110.146.254.157,1
16.90.98.124,1
224.213.33.228,1
179.104.44.162,1
208.28.181.212,1
243.186.120.69,1
49.13.82.174,1
163.217.186.209,1
175.125.165.35,1
35.159.175.150,1
42.244.152.214,1
221.2.82.36,1
46.135.85.30,1
241.12.62.47,1
163.118.121.165,1
240.93.166.0,1
123.179.11.229,1
102.27.132.123,1
150.164.181.247,1
114.50.163.45,1
226.185.36.178,1
156.60.172.195,1
160.186.164.123,1
13.176.112.224,1
166.133.206.107,1
111.101.91.246,1
183.129.26.115,1
188.102.215.79,1
102.75.9.147,1
216.138.18.252,1
131.250.31.136,1
107.91.130.21,1
85.251.58.49,1
83.40.116.106,1
13.18.57.254,1
233.81.54.89,1
184.65.195.20,1
254.152.69.115,1
11.101.33.107,1
192.21.142.92,1
120.95.16.137,1
246.65.232.163,1
100.244.203.238,1
10.230.88.1,1
24.89.152.71,1
131.140.217.68,1
63.46.234.40,1
57.117.8.199,1
196.78.141.3,1
247.127.66.81,1
217.55.213.178,1
75.153.168.220,1
81.144.189.37,1
87.0.47.162,1
95.244.244.190,1
175.177.10.127,1
64.24.45.220,1
125.242.200.80,1
96.239.193.182,1
104.62.32.145,1
177.247.17.250,1
46.37.131.156,1
251.88.230.51,1
232.115.215.81,1
148.112.183.10,1
146.45.42.81,1
221.25.127.245,1
162.131.206.199,1
77.201.103.176,1
186.60.177.163,1
156.25.161.170,1
97.216.155.99,1
142.242.207.91,1
158.205.63.114,1
223.213.186.198,1
